comment,created,author,extra_relation,update_type,ticket
"Dear Ahmed,

I realize your request is pretty old.
We did not forget about it. 
We did some research but I assume you did some work over the last few months and this info could be outdated for you.

Investigative Dashboard is a tool intended for investigative reporters who are trying to prove some wrongoings or expose corruption and organized crime activities.
We cannot do reporting an try to figure out if a story exists or not.

Al-Bukhary family empire is indeed huge and if you were trying to prove or expose some wroindoings of family members or companies that belong to this network, we would be more than willing to help, this is what our purpose is.

For this, we would expect to get a specific question or a request regarding a specific company ownership or to check if some individual owns a company somewhere.

I will close your request, but if you have some more specific question (not determining everything that belongs to a family empire) please feel free to file a separate request and we'll get to it.

The attached files are just a selection from thousands of results from the global databases that we accessed and please don't publish these as the information they contain are not official company records and they can be out of date.

Most of the companies are in Malaysia, where you are more likey to have access to information than we are.

We wish you the best of luck.

Lejla Camdzic
Researcher",2014-02-08 14:25:42.960670,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpssIBDA
"Dear Ahmed,

I realize your request is pretty old.
We did not forget about it. 
We did some research but I assume you did some work over the last few months and this info could be outdated for you.

Investigative Dashboard is a tool intended for investigative reporters who are trying to prove some wrongoings or expose corruption and organized crime activities.
We cannot do reporting an try to figure out if a story exists or not.

Al-Bukhary family empire is indeed huge and if you were trying to prove or expose some wroindoings of family members or companies that belong to this network, we would be more than willing to help, this is what our purpose is.

For this, we would expect to get a specific question or a request regarding a specific company ownership or to check if some individual owns a company somewhere.

I will close your request, but if you have some more specific question (not determining everything that belongs to a family empire) please feel free to file a separate request and we'll get to it.

The attached files are just a selection from thousands of results from the global databases that we accessed and please don't publish these as the information they contain are not official company records and they can be out of date.

Most of the companies are in Malaysia, where you are more likey to have access to information than we are.

We wish you the best of luck.

Lejla Camdzic
Researcher",2014-02-08 18:46:00.322340,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpssIBDA
All currently available information provided.,2014-02-08 18:47:08.803490,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpssIBDA
"Hello Mathias,

this is what I have managed to pull out so far.
I will give you an outline of the current shareholders of the companies involved, but please also go over the files and check out the previous owners, it might give you some additional information of value.

Pamtilon Holdings Ltd is owned by Specimax Co Ltd (CY)
Specimax Co Ltd is owned by: Scoremax Holdings Ltd (CY) 94,29% and Mountaindrop Co Ltd (CY) 5,71%
Scoremax Holdings Ltd is owned by Eulachon Ltd (Isle of Man)
Eulachon Ltd has a proxy director company Equity Services Ltd (Isle of Man) and a subscriber Sauger Ltd (Isle of Man)

Johny Shubitidze whose name I saw in the Georgian files you shared is also one of the directors in a Czech company GC Group SRO. Other directors in this company are Konstantine Abesadze, Nato Burjanadze, Zurab Kutelia, Maia Veltauri. They are also the shareholders each holding 20% of the share capital.

Johny Shubitidze is also found in GC Trade where he holds 17% of share capital.

Elena Michael Serdobova is a director in 16 companies in Cyprus and was for one company in Sweden called Orevatten Rederi AB. 
She is also a director in Anoki Management Corp in Panama along with Nikolay Potapenko and Angeliki Englezou


",2013-11-05 16:15:02.851100,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZncQBDA
P.S.: I will attach all the files to support this tomorrow.,2013-11-05 16:19:00.826240,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZncQBDA
,2013-11-20 14:44:35.737570,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZncQBDA
,2013-11-04 13:04:09.773570,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,entities_attached,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJh8YBDA
"Hi Dmytro,

as you can see, I'v added the registry overview and the gazette notification.
This first gazette notification will show you that when the company was registered the capital of this company was 100 bearer shares each worth 1000 CHF.

This means that whoever holds the physical certificate of the shares is the owner of the company.
The registries normally don't register the owner and do not track transfers of ownership.
There was only one registered change since and it's about the change of the auditor.

In order to research in detail Peter Pallag and Mykola Prysyazhniuk I really need more info on them. Their dates of birth, nationalities, addresses and anything else available to you.
So far, I can tell you that Peter Pallag was a director of a British company Reef Steel works Ltd with Borys Prysyazhnyuk, Dimitri Ossetrov, Oleg Belousz. This company was dissolved in 2008 but maybe it's former shareholders can give you some new info.

Mykola Prysyazhnyuk was director in a British company Reef Holdings PLC which was dissolved in 2008.
Its owner was company Palling Anstalt from Liechtenstein.
The directors were also Borys Prysyazhnyuk, Oleg Belousz, Alexandre Kravtsov.

Borys Prysyazhnyuk appears also in Hungary I believe.

If you need more info, please file a new request.

Thank you.

Best, 

Lejla
",2013-11-04 13:26:19.148840,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJh8YBDA
The research is completed.,2013-11-04 15:09:42.124280,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJh8YBDA
Additional records obtained,2013-11-21 15:55:48.067400,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,reopen,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJh8YBDA
"Hi Dmytro,

check out what I got from the Swiss registry. Unfortunately I don't have time now to make a summary, but I'm sure you'll manage.",2013-11-21 15:57:24.186520,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJh8YBDA
,2013-12-23 22:35:32.135830,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJh8YBDA
,2013-12-23 22:35:32.361890,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJh8YBDA
"Hi, 

I have asked help from colleagues from US. Will get back to you as soon as we have something.

Best, Miranda ",2013-12-24 12:45:18.360490,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2013-12-24 12:45:18.731000,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-01-07 14:25:52.176970,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
"Hi Miranda! Thank you so much for your help, it is greatly appreciated! I can't see any information in your last two updates. Do you need any information or assistance?

All the best, Gustaf",2014-01-08 11:00:03.494370,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGKm1WQw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
"Hello Gustaf,

our researchers are still trying to dig out more information about this company. We're really sorry for not getting back to you sooner, but offshores do tend to make our lives difficult :)
We'll get back to you as soon as we get anything.

Best,

Lejla Camdzic
ID researcher",2014-01-17 10:31:55.457900,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-01-17 10:31:56.211050,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
"Hello!
Thank you so much! Please get back to me if I can be of assistance!
Regards
Gustaf Eriksson",2014-02-05 16:42:03.764450,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGKm1WQw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
"Hi Gustaf, 

I'm Barbara Gray from City University of New York Graduate School of Journalism. 

I searched business records, lawsuits, public records in NY and the US. I haven't found anything other than that 1461 Fifth Avenue #360.
 
I checked out that building, and there is no #360. So I was looking for other businesses with this address and found this one:
SF FINANCIAL GROUP LLC
5976 W LAS POSITAS BLVD, PLEASANTON  CA 94588-8506

Officers: FAHIM PATEL, MEMBER, 6111 BOLLINGER CANYON RD STE 440, SAN RAMON  CA 94583-5195, SAMIR AZIZI, MEMBER, 6111 BOLLINGER CANYON RD STE 440, SAN RAMON  CA 94583-5195

Do you have any more information that I can use to help you track something down?

Allbest, 
Barb
",2014-02-26 17:48:22.744500,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgIDAgpQKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
"Hello Barbara!
Thank you so much for all your help! Amazing work!

The company itself states that it is located at ”1461 First Avenue, New York, NY 10075-2201, USA”. Does your research imply that this information is false? Where did you find the information on the number of the building?

I have information suggesting that Flashback International Inc is in fact based in Belize. The registration number is supposedly 84,778 (with the International Business Companies Registry of Belize). Have you been able to verify this or find out anything else from Belize?

Once again, thank you so much! Let me know if I can be of ANY assistance! 
Best, Gustaf",2014-02-27 14:02:01.622950,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGKm1WQw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-03-11 09:15:01.323940,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-03-11 09:15:01.581940,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-03-14 15:51:12.082950,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-03-14 15:51:12.417710,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-03-14 15:51:44.536530,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-03-14 15:51:44.802510,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
"Hi! I've gotten several e-mail notifications saying that updates have been made to my request, but I can't see anything new here. Could you guys tell me if I'm missing something? 

I understand that it is difficult to find information. I am in the beginning of my research, and I am so thankful for info of any kind. Have you been able to verify that there is a company called Flashback International Inc registered in Belize? /Regards, Gustaf",2014-03-18 14:41:11.623170,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGKm1WQw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
,2014-04-30 07:46:45.858620,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj58ccBDA
"Hello,

we have looked at your request and did some preliminary research. Attached you will find credible lists of companies where name Oliver Heller appears. However, it would take a more in-depth research to determine his real identity according to his date of birth.

This is a link for the Swiss registry where you have basic company information available for free:
http://zefix.ch/zfx-cgi/hrform.cgi/hraPage?alle_eintr=on&pers_sort=original&pers_num=0&language=4&col_width=366&amt=007

And this is a link for the German registry where you can look up all of the companies where this name appears and obtain detailed records:
https://www.unternehmensregister.de/ureg/?submitaction=language&language=en

Your profile did not give us enough information to conclude whether you are a journalist, or which organization you belong to. This is neccessary so that we can decide if the research is subsidized or not.
If you can, please update your profile, look at the information provided so far and let us know if we can help you in some other way.

Regards,

Lejla Camdzic
Researcher",2013-11-20 17:16:37.688840,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj54swBDA
,2013-11-20 17:19:11.034140,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj54swBDA
"Dear Joseph,

I have tried to locate this company in the registry in Mauritius but according to their information, it never existed there.
I've tried to find out if it maybe changed names or if it was dissolved.

Please check the name again and any possible name variations and let us know.

Best,

Lejla",2013-11-20 10:34:45.839830,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJsc0BDA
,2014-01-08 11:15:14.359320,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJsc0BDA
,2014-01-08 11:15:14.702520,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJsc0BDA
"I am updating this, in the hope of receiving an email notification",2013-11-05 12:06:46.348380,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA4JcKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZ_80BDA
"Lejla, Miranda: please let me (Dan) know if you get an email notification for this comment on a ticket.",2013-11-05 12:08:17.208470,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA4JcKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZ_80BDA
